Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
726,Ford,2007,2.8,Electric,Automatic,144854,Like New,86621.37,Mustang
727,BMW,2007,3.0,Diesel,Automatic,62513,Used,29925.11,X5
728,Honda,2007,5.8,Diesel,Manual,94655,Like New,83801.61,Accord
729,Mercedes,2007,1.1,Petrol,Automatic,211912,Used,75695.75,GLA
730,BMW,2007,1.1,Hybrid,Manual,36303,New,55368.39,5 Series
731,Audi,2007,2.2,Electric,Automatic,147733,Used,19993.56,A4
732,Toyota,2007,5.1,Petrol,Manual,231572,New,13119.35,RAV4
733,Toyota,2007,5.6,Petrol,Automatic,124501,New,57566.7,RAV4
734,Ford,2007,4.4,Diesel,Manual,240417,Used,97395.39,Explorer
735,Mercedes,2007,5.9,Diesel,Manual,17669,Used,78308.17,GLC
736,BMW,2007,4.0,Hybrid,Automatic,296437,Like New,84800.81,3 Series
737,BMW,2007,3.9,Hybrid,Automatic,246052,Used,14097.95,X5
738,Audi,2007,1.0,Electric,Automatic,205162,Like New,61503.74,A4
739,Mercedes,2007,5.4,Hybrid,Automatic,138056,New,62923.78,C-Class
740,Tesla,2007,2.2,Petrol,Manual,242718,Like New,49233.78,Model X
741,BMW,2007,5.3,Petrol,Automatic,231609,Like New,69094.68,3 Series
742,Ford,2007,3.2,Petrol,Manual,68879,New,76535.97,Mustang
743,Ford,2007,1.7,Diesel,Manual,99704,New,94361.31,Fiesta
744,Ford,2007,4.7,Diesel,Manual,278203,Like New,31382.99,Fiesta
745,Mercedes,2007,3.7,Petrol,Manual,142645,Like New,59447.82,GLA
746,Tesla,2007,5.4,Diesel,Manual,56879,Used,59503.64,Model Y
747,Mercedes,2007,1.8,Electric,Manual,33717,Used,41490.15,GLA
748,Mercedes,2007,3.4,Electric,Manual,49477,New,94194.75,GLC
749,Tesla,2007,2.2,Electric,Manual,275877,Used,79657.35,Model S
750,Toyota,2007,2.5,Diesel,Manual,216741,Used,47981.28,Corolla
751,Ford,2007,2.6,Hybrid,Manual,259013,Used,86872.44,Focus
752,Mercedes,2007,2.6,Petrol,Manual,9304,Used,33734.44,GLA
753,Mercedes,2007,5.5,Diesel,Manual,68591,Used,26320.4,GLA
754,Mercedes,2007,5.9,Diesel,Automatic,126599,Like New,66779.18,C-Class
755,Toyota,2007,5.6,Petrol,Manual,29756,Like New,47044.23,Prius
756,Mercedes,2007,1.9,Petrol,Automatic,241942,New,73367.23,GLA
757,Mercedes,2007,4.4,Petrol,Automatic,244533,Like New,17954.74,E-Class
758,Mercedes,2007,1.9,Hybrid,Manual,233853,New,96713.01,GLA
759,BMW,2007,1.8,Diesel,Automatic,233705,Like New,25155.32,X5
760,Audi,2007,2.2,Diesel,Automatic,166415,Used,71972.18,Q5
761,BMW,2007,3.3,Electric,Automatic,10360,New,87013.83,X3
762,Toyota,2007,4.7,Petrol,Automatic,2881,Used,36278.13,Prius
763,BMW,2007,2.5,Diesel,Manual,168217,New,69195.8,5 Series
764,Ford,2007,2.0,Diesel,Automatic,182124,Like New,89925.46,Mustang
765,Honda,2007,4.2,Hybrid,Manual,108352,Like New,18330.66,Accord
766,Ford,2007,1.2,Diesel,Automatic,240515,Like New,5865.44,Fiesta
767,Audi,2007,2.6,Petrol,Automatic,66446,Used,66073.98,A3
768,Mercedes,2007,5.1,Hybrid,Automatic,286084,Used,99065.7,GLC
769,Toyota,2007,2.8,Hybrid,Manual,299355,Like New,40601.34,Camry
770,Honda,2007,4.3,Petrol,Manual,221516,Used,59761.79,CR-V
771,BMW,2007,3.4,Electric,Automatic,23259,Like New,59183.2,5 Series
772,Tesla,2007,2.6,Electric,Manual,210171,Used,82974.33,Model X
773,Ford,2007,5.4,Petrol,Automatic,275731,Used,27898.02,Fiesta
774,Ford,2007,1.7,Diesel,Manual,232783,Like New,35496.28,Focus
775,Tesla,2007,5.3,Petrol,Automatic,48582,New,89082.21,Model X
776,Audi,2007,3.3,Hybrid,Manual,3889,New,54765.09,Q7
777,Audi,2007,4.6,Diesel,Automatic,124786,Like New,44681.71,A4
778,Toyota,2007,2.5,Electric,Manual,284250,New,90760.34,RAV4
779,Honda,2007,4.4,Electric,Manual,271142,Used,39069.22,Fit
780,Ford,2007,2.5,Petrol,Automatic,274025,Used,60928.69,Explorer
781,Tesla,2007,3.7,Electric,Manual,52284,Used,80829.36,Model 3
782,Honda,2007,3.2,Hybrid,Manual,202668,Like New,81817.76,Accord
783,Mercedes,2007,1.9,Hybrid,Manual,175024,New,19740.18,E-Class
784,Mercedes,2007,1.4,Petrol,Automatic,59567,Used,54206.67,C-Class
785,Audi,2007,3.8,Diesel,Automatic,286160,Like New,45053.87,A3
786,BMW,2007,4.4,Electric,Manual,20323,Like New,77642.94,X5
787,BMW,2007,4.9,Electric,Manual,164721,Used,62117.43,X5
788,BMW,2007,2.7,Hybrid,Manual,79599,Like New,93569.04,X5
789,Audi,2007,1.2,Hybrid,Manual,78038,New,7283.66,A4
790,Toyota,2007,1.6,Hybrid,Automatic,262783,Like New,75739.99,Camry
791,Ford,2007,3.3,Electric,Manual,117486,New,26994.12,Fiesta
792,Ford,2007,2.0,Petrol,Manual,190330,New,46812.39,Mustang
793,Tesla,2007,5.8,Hybrid,Manual,84631,New,61662.39,Model S
794,Honda,2007,4.1,Diesel,Automatic,275830,New,38731.08,Civic
795,Honda,2007,2.0,Hybrid,Automatic,238161,Like New,75101.58,Fit
796,Ford,2007,3.4,Electric,Automatic,15739,Like New,97090.31,Focus
797,Honda,2007,5.2,Diesel,Automatic,144013,New,68599.65,Accord
798,Mercedes,2007,3.5,Petrol,Manual,291409,Used,34545.98,C-Class
799,Ford,2007,3.8,Diesel,Automatic,283590,New,41869.16,Fiesta
800,Honda,2007,2.1,Electric,Automatic,7253,Like New,41953.39,Civic
801,Audi,2007,1.3,Diesel,Manual,222310,Used,48589.93,A3
802,BMW,2007,4.1,Diesel,Automatic,55609,Used,89476.53,X3
803,Mercedes,2007,2.3,Electric,Manual,8831,Used,85726.54,GLC
804,Toyota,2007,5.6,Diesel,Manual,180564,Used,95981.89,Corolla
805,Honda,2007,3.8,Hybrid,Automatic,69803,Like New,69777.93,Fit
806,Ford,2007,4.2,Hybrid,Automatic,119574,Like New,57430.62,Fiesta
807,BMW,2007,4.3,Hybrid,Manual,194188,Like New,17161.68,X3
808,BMW,2007,1.6,Petrol,Automatic,120601,New,37462.42,X5
809,Audi,2007,5.6,Petrol,Manual,206084,Like New,70699.19,Q5
810,Toyota,2007,4.8,Electric,Manual,42923,New,86765.44,RAV4
811,Tesla,2007,1.3,Diesel,Manual,267589,Used,91585.59,Model 3
812,Honda,2007,4.9,Diesel,Automatic,81588,Used,49129.29,Fit
813,Tesla,2007,1.8,Hybrid,Automatic,35183,Like New,8213.02,Model Y
814,Mercedes,2007,2.1,Hybrid,Manual,113431,Like New,9207.81,C-Class
815,Honda,2007,3.1,Electric,Manual,56697,Like New,8075.66,CR-V
816,Toyota,2007,2.6,Hybrid,Manual,118192,New,10002.3,RAV4
817,Tesla,2007,2.0,Electric,Automatic,179300,Like New,89952.59,Model Y
818,Mercedes,2007,3.2,Diesel,Manual,2395,Like New,90063.35,GLC
819,Toyota,2007,1.9,Diesel,Manual,292157,New,90913.66,RAV4
820,Tesla,2007,3.8,Diesel,Automatic,43147,Used,12619.73,Model S
821,Ford,2007,6.0,Hybrid,Manual,9695,Used,75633.37,Mustang
822,Tesla,2007,2.4,Diesel,Automatic,9004,Used,98939.58,Model 3
823,BMW,2007,3.2,Hybrid,Manual,156844,Like New,84173.65,3 Series
824,Tesla,2007,5.9,Diesel,Manual,95424,Used,86997.44,Model X
825,Tesla,2007,2.9,Electric,Manual,248505,Like New,14504.11,Model Y
826,Mercedes,2007,2.5,Hybrid,Manual,233208,Like New,8495.4,C-Class
827,Mercedes,2007,4.0,Diesel,Manual,75992,New,41812.25,GLC
828,Honda,2007,3.8,Electric,Manual,141056,New,30937.22,Accord
829,Toyota,2007,3.5,Hybrid,Automatic,42103,Used,52330.11,RAV4
830,Tesla,2008,3.3,Electric,Manual,92510,Used,32161.1,Model X
831,Audi,2008,5.7,Diesel,Manual,160482,New,97818.68,A4
832,BMW,2008,5.2,Electric,Automatic,107042,New,76877.39,3 Series
833,Honda,2008,3.0,Diesel,Automatic,243725,Used,9931.56,CR-V
834,BMW,2008,4.8,Electric,Automatic,7176,New,12364.18,X3
835,Ford,2008,2.7,Petrol,Manual,60531,Like New,38929.97,Focus
836,Audi,2008,2.5,Electric,Manual,39759,Used,58953.97,Q7
837,Mercedes,2008,1.1,Electric,Manual,270398,Like New,9552.89,GLA
838,Toyota,2008,2.2,Petrol,Automatic,223098,New,58695.12,Prius
839,Toyota,2008,3.2,Electric,Automatic,58235,Used,25490.2,Corolla
840,Mercedes,2008,1.9,Hybrid,Manual,215494,Like New,32010.37,GLC
841,Toyota,2008,3.1,Diesel,Manual,199521,Like New,72016.11,Corolla
842,Audi,2008,5.8,Petrol,Manual,178438,New,70529.86,A3
843,BMW,2008,1.9,Hybrid,Manual,60721,New,71676.27,3 Series
844,Toyota,2008,3.9,Electric,Manual,908,Like New,92693.15,Prius
845,BMW,2008,5.8,Electric,Manual,148063,New,6176.89,3 Series
846,Tesla,2008,1.5,Petrol,Manual,156228,Like New,97999.47,Model 3
847,BMW,2008,3.6,Diesel,Automatic,248966,Like New,25518.6,3 Series
848,Mercedes,2008,5.5,Hybrid,Automatic,209896,Like New,84952.59,C-Class
849,Honda,2008,3.5,Diesel,Manual,240740,New,34536.64,Civic
850,Tesla,2008,2.2,Hybrid,Automatic,199803,New,49283.41,Model 3
851,Ford,2008,5.8,Petrol,Automatic,269594,New,24846.21,Focus
852,Tesla,2008,2.3,Hybrid,Manual,156640,Like New,87507.92,Model X
853,Toyota,2008,5.5,Diesel,Automatic,251519,Used,84564.33,Prius
854,BMW,2008,2.0,Diesel,Manual,216311,Used,76008.85,3 Series
855,Ford,2008,4.9,Diesel,Manual,90005,Like New,36641.96,Fiesta
856,Toyota,2008,5.1,Hybrid,Automatic,197639,New,40790.18,Camry
857,Ford,2008,4.8,Petrol,Automatic,253856,Like New,14101.51,Mustang
858,Ford,2008,3.4,Hybrid,Automatic,230487,New,29100.96,Explorer
859,Mercedes,2008,4.4,Hybrid,Manual,265808,Like New,96794.1,C-Class
860,Tesla,2008,4.4,Hybrid,Manual,295673,Like New,60288.81,Model S
861,Tesla,2008,1.1,Electric,Manual,214601,New,73407.43,Model X
862,Audi,2008,1.3,Diesel,Manual,292192,New,64367.04,Q7
863,Ford,2008,5.0,Electric,Automatic,259896,Like New,84546.11,Focus
864,Honda,2008,2.1,Diesel,Manual,18361,New,67099.85,Civic
865,Toyota,2008,3.4,Hybrid,Automatic,15330,New,41016.77,Prius
866,BMW,2008,4.7,Diesel,Automatic,23946,New,8480.01,X5
867,Honda,2008,3.3,Petrol,Automatic,78343,Used,88375.69,Fit
868,Ford,2008,2.2,Hybrid,Automatic,83265,Like New,34549.31,Fiesta
869,Toyota,2008,5.2,Electric,Manual,18740,New,12929.83,Corolla
870,BMW,2008,5.1,Diesel,Manual,138279,Like New,87456.56,X3
871,Ford,2008,5.9,Diesel,Manual,62157,Used,25504.49,Focus
872,Honda,2008,4.0,Hybrid,Automatic,262390,New,39370.97,CR-V
873,Ford,2008,2.2,Electric,Manual,179614,Like New,90141.57,Focus
874,Mercedes,2008,3.4,Hybrid,Manual,290042,New,13338.11,C-Class
875,Audi,2008,5.7,Petrol,Automatic,255315,Like New,20207.19,Q5
876,Honda,2008,2.0,Diesel,Manual,48115,New,42423.63,Fit
877,Honda,2008,5.1,Petrol,Automatic,68247,Used,81206.92,Accord
878,Honda,2008,1.5,Diesel,Manual,282744,Like New,25545.61,CR-V
879,BMW,2008,3.6,Petrol,Automatic,167364,New,90198.76,3 Series
880,Audi,2008,5.8,Electric,Automatic,1832,New,44365.11,Q7
881,Audi,2008,4.1,Hybrid,Automatic,297565,Like New,76807.97,A3
882,Toyota,2008,5.6,Electric,Manual,272555,Like New,63703.77,Prius
883,Audi,2008,4.8,Electric,Manual,39051,Used,94917.73,Q5
884,BMW,2008,3.8,Hybrid,Manual,99854,Used,8569.42,3 Series
885,Tesla,2008,5.6,Hybrid,Manual,4694,New,94721.61,Model 3
886,BMW,2008,5.0,Petrol,Manual,125534,Used,56703.88,X5
887,BMW,2008,5.4,Petrol,Manual,233076,Like New,46319.83,X5
888,Ford,2008,2.5,Hybrid,Automatic,87687,New,72475.92,Fiesta
889,Ford,2008,2.9,Electric,Manual,196945,Like New,8924.27,Fiesta
890,Toyota,2008,1.1,Hybrid,Manual,278652,Used,77681.51,Camry
891,Toyota,2008,5.1,Hybrid,Manual,147049,Used,55680.58,Corolla
892,Mercedes,2008,4.5,Diesel,Automatic,191707,New,28450.65,E-Class
893,Toyota,2008,2.4,Electric,Manual,133909,Used,86019.28,Camry
894,Mercedes,2008,2.5,Petrol,Automatic,220521,New,43465.23,E-Class
895,BMW,2008,3.6,Electric,Manual,219393,Like New,71051.5,5 Series
896,Tesla,2008,3.1,Hybrid,Manual,295215,New,34084.12,Model S
897,BMW,2008,3.9,Hybrid,Manual,136559,Used,95693.28,5 Series
898,Tesla,2008,2.4,Hybrid,Automatic,184750,Used,83495.58,Model S
899,Audi,2008,2.7,Petrol,Automatic,181350,New,8665.69,A3
900,Audi,2008,1.4,Hybrid,Automatic,244901,New,48820.7,A4
901,Tesla,2008,5.2,Diesel,Automatic,14568,Like New,77359.25,Model 3
902,Audi,2008,3.1,Hybrid,Manual,15141,Used,24602.19,Q7
903,Toyota,2008,3.1,Diesel,Automatic,10956,Like New,87630.92,Camry
904,Toyota,2008,1.3,Diesel,Manual,18830,Used,6355.76,RAV4
905,Toyota,2008,4.2,Petrol,Automatic,273010,New,62729.37,Prius
906,Tesla,2008,5.3,Petrol,Manual,185399,Like New,71775.43,Model Y
907,Tesla,2008,3.2,Electric,Manual,295863,Like New,25877.13,Model X
908,Mercedes,2008,5.8,Petrol,Automatic,47024,Used,81877.62,GLC
909,BMW,2008,4.0,Electric,Manual,229602,Like New,6929.49,X3
910,Mercedes,2008,3.8,Diesel,Automatic,283083,Used,50813.9,GLC
911,Honda,2008,3.8,Electric,Manual,250476,Used,30899.9,Fit
912,Honda,2008,5.7,Hybrid,Automatic,279965,New,87958.17,Fit
913,Mercedes,2008,5.0,Diesel,Manual,254927,Used,74341.98,GLC
914,BMW,2008,4.7,Diesel,Manual,177505,Used,43126.91,5 Series
915,BMW,2008,5.1,Petrol,Automatic,50061,Used,24702.88,3 Series
916,Ford,2008,5.0,Diesel,Manual,289324,Used,38249.76,Fiesta
917,Toyota,2008,2.9,Petrol,Automatic,290157,New,85485.54,Camry
918,Toyota,2008,2.4,Diesel,Automatic,178570,New,69007.56,Corolla
919,Ford,2008,3.3,Electric,Automatic,194469,Used,18571.55,Fiesta
920,Mercedes,2008,2.3,Diesel,Manual,118065,New,60906.19,E-Class
921,Tesla,2008,1.6,Electric,Automatic,238217,New,46094.56,Model X
922,Mercedes,2008,3.5,Hybrid,Automatic,215859,Used,10066.36,GLA
923,Toyota,2008,3.4,Electric,Automatic,3420,Like New,14395.92,Corolla
924,Ford,2008,3.9,Diesel,Manual,284305,Used,50475.25,Focus
925,Audi,2008,2.2,Hybrid,Automatic,152110,Like New,97323.32,A3
926,Honda,2008,6.0,Electric,Manual,205788,New,99212.85,Accord
927,Honda,2008,1.4,Electric,Automatic,57771,Like New,53226.57,Civic
928,Tesla,2008,1.4,Hybrid,Automatic,55781,Used,58177.06,Model S
929,Tesla,2008,1.3,Diesel,Manual,210359,Like New,98701.93,Model S
930,Mercedes,2008,2.3,Hybrid,Manual,143452,New,43144.04,GLC
931,Ford,2008,5.0,Diesel,Manual,137039,Like New,21371.15,Explorer
932,Toyota,2008,1.9,Hybrid,Manual,287795,New,87758.12,RAV4
933,Audi,2008,5.6,Hybrid,Automatic,129466,New,19379.29,A3
934,Audi,2008,5.5,Petrol,Manual,135467,New,7581.53,Q5
935,BMW,2008,5.8,Diesel,Manual,256872,Like New,81406.7,5 Series
936,BMW,2008,2.7,Petrol,Automatic,108957,New,55458.94,5 Series
937,Audi,2008,1.1,Hybrid,Automatic,217201,Used,59286.67,A3
938,Toyota,2008,2.3,Diesel,Automatic,251366,New,56563.48,RAV4
939,BMW,2009,1.8,Petrol,Automatic,299225,Like New,43429.33,X3
940,Tesla,2009,5.5,Electric,Automatic,136746,New,88038.24,Model Y
941,Honda,2009,2.2,Electric,Manual,142770,Like New,70651.99,CR-V
942,Mercedes,2009,1.4,Petrol,Automatic,223059,Like New,61703.53,GLC
943,Tesla,2009,4.1,Diesel,Automatic,118523,Like New,29374.46,Model 3
944,Toyota,2009,5.4,Electric,Automatic,21832,New,97425.69,Prius
945,Mercedes,2009,3.9,Petrol,Automatic,177561,New,36594.48,GLA
946,Toyota,2009,5.2,Hybrid,Automatic,232131,Used,37623.96,RAV4
947,BMW,2009,3.0,Petrol,Manual,68447,Like New,90495.38,X3
948,Tesla,2009,4.0,Hybrid,Manual,205538,Used,78390.81,Model Y
949,Audi,2009,3.9,Electric,Manual,255540,Used,48799.65,A3
950,Honda,2009,2.9,Diesel,Automatic,272459,Used,49451.99,CR-V
951,Audi,2009,3.3,Diesel,Manual,83251,New,15372.95,A3
952,Tesla,2009,2.2,Diesel,Automatic,144526,Like New,79238.71,Model X
953,Audi,2009,4.2,Petrol,Manual,287249,New,34240.31,Q5
954,Mercedes,2009,4.8,Electric,Manual,216249,New,57124.3,E-Class
955,Honda,2009,1.9,Hybrid,Automatic,115018,Used,79380.99,Civic
956,Audi,2009,5.9,Hybrid,Manual,95287,New,46049.78,A4
957,Mercedes,2009,5.6,Petrol,Automatic,299967,Like New,76249.09,GLA
958,BMW,2009,3.9,Petrol,Automatic,27690,New,58221.96,X3
959,Ford,2009,4.6,Hybrid,Manual,45510,Like New,6874.55,Explorer
960,Toyota,2009,1.3,Diesel,Manual,36,Like New,43288.37,Camry
961,Ford,2009,2.9,Electric,Manual,20662,Like New,30313.68,Explorer
962,Audi,2009,2.9,Hybrid,Manual,208467,New,99541.32,A3
963,Toyota,2009,2.3,Hybrid,Manual,210192,Used,77469.18,RAV4
964,BMW,2009,1.9,Electric,Manual,199756,Used,46800.6,X3
965,Mercedes,2009,4.5,Petrol,Automatic,64230,Like New,45937.45,C-Class
966,Audi,2009,5.2,Petrol,Manual,182873,Like New,45172.66,A4
967,Mercedes,2009,2.7,Hybrid,Automatic,21101,Like New,68634.17,GLC
968,Audi,2009,1.3,Petrol,Automatic,44440,New,59939.22,Q7
969,Toyota,2009,3.3,Petrol,Manual,87342,Used,51779.02,Corolla
970,Mercedes,2009,3.4,Hybrid,Manual,10652,Like New,31643.75,E-Class
971,Audi,2009,3.9,Hybrid,Automatic,49396,New,28199.42,Q7
972,BMW,2009,4.0,Hybrid,Manual,179354,Used,97595.54,3 Series
973,Audi,2009,5.3,Electric,Automatic,77123,Used,98137.19,Q7
974,BMW,2009,1.8,Petrol,Automatic,24918,Used,62365.5,5 Series
975,Ford,2009,2.6,Diesel,Manual,223009,Like New,73577.1,Mustang
976,BMW,2009,6.0,Hybrid,Manual,138355,Used,8126.21,5 Series
977,Toyota,2009,2.7,Diesel,Manual,201447,Used,80351.23,Corolla
978,Tesla,2009,4.7,Diesel,Automatic,196201,New,12140.06,Model 3
979,Audi,2009,3.6,Petrol,Automatic,270728,Like New,36473.19,Q5
980,Mercedes,2009,5.7,Electric,Manual,29986,Used,46445.54,E-Class
981,Mercedes,2009,3.2,Petrol,Manual,40108,Used,9396.59,C-Class
982,Audi,2009,1.2,Electric,Manual,33758,Used,51732.06,Q7
983,Tesla,2009,2.6,Petrol,Manual,67546,Like New,31214.69,Model 3
984,Tesla,2009,2.4,Diesel,Manual,176512,New,49651.92,Model X
985,Tesla,2009,4.1,Hybrid,Automatic,72144,New,43039.56,Model X
986,Audi,2009,3.4,Electric,Manual,253301,New,16960.31,Q5
987,Ford,2009,5.8,Diesel,Automatic,278101,Used,27891.17,Explorer
988,Mercedes,2009,3.1,Diesel,Manual,178725,Used,46174.22,C-Class
989,Tesla,2009,1.3,Petrol,Automatic,997,New,87017.78,Model S
990,BMW,2009,2.0,Petrol,Manual,177125,Used,18379.2,X3
991,Mercedes,2009,3.9,Petrol,Automatic,213739,New,82597.9,C-Class
992,Toyota,2009,1.6,Hybrid,Automatic,1379,Like New,30146.02,Prius
993,Tesla,2009,5.0,Petrol,Manual,195457,Like New,91190.24,Model Y
994,Toyota,2009,2.3,Electric,Automatic,220629,Used,31803.5,Prius
995,Tesla,2009,4.2,Electric,Manual,206971,Used,84381.54,Model X
996,Audi,2009,2.5,Hybrid,Manual,4841,New,69605.4,A4
997,Tesla,2009,4.7,Hybrid,Manual,158502,Used,99794.46,Model 3
998,BMW,2009,4.4,Petrol,Automatic,230259,Used,45423.04,5 Series
999,Tesla,2009,4.6,Electric,Manual,67384,New,56059.47,Model X
1000,Audi,2009,4.2,Diesel,Manual,199548,Used,90502.81,Q7
1001,Ford,2009,1.3,Hybrid,Automatic,110234,New,71141.91,Explorer
1002,Honda,2009,5.5,Hybrid,Manual,269289,Like New,59630.85,Accord
1003,Honda,2009,2.4,Petrol,Automatic,6021,New,40708.87,CR-V
1004,Ford,2009,3.7,Diesel,Manual,65839,Like New,95462.54,Explorer
1005,Audi,2009,3.7,Diesel,Automatic,134011,New,53463.16,Q5
1006,Mercedes,2009,1.0,Hybrid,Automatic,294786,New,78461.24,GLC
1007,Tesla,2009,3.4,Petrol,Automatic,140466,Like New,80155.84,Model Y
1008,Tesla,2009,2.7,Petrol,Manual,248123,Like New,70129.8,Model X
1009,Toyota,2009,4.5,Petrol,Manual,24102,Used,72894.3,Prius
1010,Ford,2009,5.8,Hybrid,Automatic,205459,Used,23370.97,Explorer
1011,Ford,2009,2.1,Hybrid,Manual,255494,Like New,11925.43,Focus
1012,Audi,2009,3.7,Diesel,Manual,278795,New,57608.77,A3
1013,Tesla,2009,2.1,Diesel,Automatic,284329,New,32255.84,Model S
1014,Audi,2009,5.5,Diesel,Manual,205599,Like New,9730.07,Q5
1015,Tesla,2009,1.6,Hybrid,Automatic,48791,Used,19312.68,Model X
1016,Ford,2009,2.2,Diesel,Automatic,87594,Like New,75862.6,Mustang
1017,BMW,2009,3.6,Electric,Manual,118194,Like New,94713.45,5 Series
1018,Mercedes,2009,3.2,Electric,Manual,58031,New,14583.79,C-Class
1019,Audi,2009,4.7,Petrol,Automatic,244865,Used,31455.83,Q5
1020,Audi,2009,3.3,Electric,Manual,210084,New,15212.37,A3
1021,Ford,2009,1.7,Hybrid,Manual,256349,Like New,11146.53,Fiesta
1022,Tesla,2009,4.2,Diesel,Automatic,282566,New,26827.26,Model Y
1023,Ford,2009,2.0,Hybrid,Manual,149748,Used,35492.41,Fiesta
1024,Tesla,2009,3.3,Diesel,Manual,70283,Like New,36748.69,Model Y
1025,Honda,2009,4.8,Petrol,Automatic,233229,New,82096.97,Accord
1026,BMW,2009,2.0,Hybrid,Automatic,212373,Like New,5124.89,3 Series
1027,BMW,2009,5.3,Hybrid,Manual,31357,New,83227.83,5 Series
1028,Toyota,2009,3.9,Electric,Manual,195346,Like New,83576.9,Corolla
1029,Audi,2010,2.3,Petrol,Manual,250481,New,32351.06,A4
1030,BMW,2010,1.7,Hybrid,Automatic,121682,Used,65103.29,5 Series
1031,Ford,2010,3.9,Hybrid,Automatic,33298,Used,15334.73,Mustang
1032,Ford,2010,3.9,Electric,Automatic,240904,Used,21796.16,Mustang
1033,Toyota,2010,3.7,Diesel,Manual,152802,Used,24070.77,Prius
1034,Ford,2010,5.0,Diesel,Automatic,164982,Like New,63329.54,Focus
1035,Ford,2010,1.5,Electric,Automatic,135009,Like New,9560.22,Explorer
1036,BMW,2010,5.0,Electric,Automatic,162818,Used,99968.62,3 Series
1037,Tesla,2010,3.7,Hybrid,Automatic,276600,Like New,63091.68,Model X
1038,Tesla,2010,5.9,Petrol,Automatic,298509,Like New,85032.51,Model 3
1039,Honda,2010,2.1,Petrol,Manual,145931,Used,6970.43,CR-V
1040,Ford,2010,4.8,Diesel,Automatic,240746,Like New,44230.53,Focus
1041,Ford,2010,3.6,Hybrid,Manual,263924,New,6690.81,Fiesta
1042,Toyota,2010,2.5,Diesel,Automatic,110771,New,14003.23,Corolla
1043,Ford,2010,5.2,Hybrid,Automatic,17198,Like New,74744.26,Explorer
1044,Toyota,2010,2.3,Diesel,Manual,32356,Like New,94478.13,Prius
1045,Audi,2010,2.6,Hybrid,Manual,69715,New,32342.86,Q7
1046,Tesla,2010,1.5,Petrol,Manual,137687,Used,22743.84,Model S
1047,Mercedes,2010,2.2,Diesel,Automatic,103235,Used,69968.98,C-Class
1048,Tesla,2010,5.3,Hybrid,Manual,179504,Like New,98343.6,Model 3
1049,Toyota,2010,5.7,Hybrid,Manual,205229,New,82564.09,Prius
1050,Ford,2010,1.2,Diesel,Automatic,287062,Used,35874.23,Fiesta
1051,Mercedes,2010,3.9,Diesel,Automatic,19465,New,74549.33,E-Class
1052,Tesla,2010,5.1,Electric,Automatic,61742,New,66458.19,Model 3
1053,Honda,2010,4.6,Hybrid,Automatic,255931,Used,23461.55,Fit
1054,Audi,2010,4.8,Hybrid,Manual,22007,Used,96651.49,Q5
1055,BMW,2010,4.3,Petrol,Manual,160811,Used,65282.26,X5
1056,Tesla,2010,4.0,Hybrid,Manual,7758,New,42512.32,Model S
1057,Honda,2010,5.2,Petrol,Automatic,50385,Like New,62989.13,Accord
1058,Tesla,2010,4.0,Petrol,Manual,52107,New,58465.58,Model Y
1059,BMW,2010,4.8,Hybrid,Manual,145109,New,80995.07,X5
1060,Mercedes,2010,2.5,Diesel,Manual,160275,Like New,97245.49,C-Class
1061,BMW,2010,1.6,Diesel,Manual,183148,Used,42691.34,5 Series
1062,Ford,2010,5.7,Diesel,Manual,149787,Used,61246.11,Explorer
1063,Ford,2010,1.9,Petrol,Automatic,238084,Used,18385.47,Mustang
1064,Audi,2010,5.4,Petrol,Manual,254204,Used,68363.56,Q5
1065,Mercedes,2010,3.0,Electric,Automatic,152420,Like New,57278.73,E-Class
1066,Toyota,2010,1.9,Diesel,Manual,15052,Used,54702.39,Camry
1067,BMW,2010,2.5,Electric,Manual,44498,Like New,41633.96,X5
1068,Ford,2010,1.1,Petrol,Manual,214992,Used,16911.22,Mustang
1069,BMW,2010,3.1,Electric,Manual,262063,Used,98187.18,X3
1070,BMW,2010,4.5,Diesel,Manual,243153,Like New,84913.44,5 Series
1071,Mercedes,2010,4.6,Petrol,Manual,56815,Like New,55705.49,E-Class
1072,Toyota,2010,4.4,Diesel,Automatic,65642,Used,11892.86,RAV4
1073,Audi,2010,1.8,Petrol,Automatic,21381,Used,43341.0,Q7
1074,Tesla,2010,4.0,Hybrid,Automatic,124494,Used,13240.61,Model S
1075,Tesla,2010,1.6,Electric,Automatic,16473,Like New,71162.01,Model S
1076,Ford,2010,3.6,Petrol,Automatic,237784,Like New,54845.68,Fiesta
1077,Ford,2010,1.2,Petrol,Automatic,128771,Like New,34429.06,Focus
1078,Honda,2010,3.2,Diesel,Manual,41190,Like New,77675.22,CR-V
1079,Ford,2010,3.7,Electric,Automatic,128068,Used,60454.56,Explorer
1080,Audi,2010,4.4,Diesel,Manual,91594,Like New,78189.24,A3
1081,BMW,2010,2.4,Electric,Manual,181510,Like New,39743.01,X3
1082,Honda,2010,4.8,Diesel,Manual,7043,Used,35725.6,Accord
1083,Tesla,2010,4.5,Diesel,Automatic,206422,Like New,25281.04,Model X
1084,Tesla,2010,4.7,Electric,Automatic,148515,New,86749.9,Model Y
1085,Mercedes,2010,4.8,Electric,Manual,295890,New,69575.35,E-Class
